Tiempo,AccX,AccY,AccZ,GiroY,KalmanGiroY,Pitch,KalmanPitch
15.67,456.0,-3672.0,15080.0,1.85,-0.04,13.69,13.46
15.73,388.0,-3544.0,14692.0,1.76,-0.11,13.56,13.47
15.8,484.0,-3480.0,14636.0,1.93,0.07,13.37,13.46
15.86,400.0,-3552.0,14784.0,1.79,-0.09,13.51,13.46
15.92,332.0,-3560.0,14844.0,1.68,-0.19,13.49,13.45
15.98,404.0,-3492.0,14748.0,1.79,-0.08,13.32,13.43
16.04,308.0,-3580.0,14724.0,1.98,0.11,13.67,13.46
16.11,560.0,-3480.0,14612.0,1.89,0.03,13.4,13.46
16.17,404.0,-3544.0,14732.0,1.96,0.1,13.53,13.47
16.23,356.0,-3560.0,14652.0,1.93,0.07,13.66,13.49
16.29,368.0,-3500.0,14776.0,2.06,0.22,13.33,13.49
16.35,376.0,-3420.0,14624.0,1.95,0.09,13.16,13.46
16.41,348.0,-3508.0,14632.0,1.92,0.03,13.48,13.46
16.47,332.0,-3576.0,14584.0,2.16,0.28,13.78,13.51
16.53,476.0,-3560.0,14724.0,1.89,0.03,13.59,13.52
16.59,352.0,-3536.0,14748.0,2.07,0.21,13.48,13.53
16.65,316.0,-3508.0,14956.0,1.97,0.11,13.2,13.5
16.72,356.0,-3544.0,14736.0,2.02,0.13,13.52,13.51
16.78,392.0,-3628.0,14760.0,2.14,0.26,13.81,13.56
16.84,348.0,-3560.0,14792.0,2.04,0.18,13.53,13.56
16.9,388.0,-3516.0,14848.0,2.0,0.14,13.32,13.55
16.96,308.0,-3536.0,14796.0,1.69,-0.2,13.44,13.52
17.02,464.0,-3580.0,14700.0,1.82,-0.06,13.69,13.54
17.08,320.0,-3480.0,14280.0,1.94,0.06,13.7,13.56
17.15,364.0,-3344.0,14652.0,1.95,0.09,12.86,13.49
17.21,484.0,-3456.0,14712.0,1.87,-0.05,13.22,13.46
17.27,348.0,-3512.0,14752.0,2.18,0.24,13.39,13.47
17.33,340.0,-3460.0,14776.0,1.79,-0.15,13.18,13.43
17.39,384.0,-3572.0,14720.0,1.79,-0.18,13.64,13.44
17.45,388.0,-3584.0,14612.0,1.98,0.03,13.78,13.48
17.51,372.0,-3608.0,14756.0,2.18,0.25,13.74,13.52
17.58,436.0,-3604.0,14784.0,1.98,0.07,13.7,13.54
17.64,416.0,-3584.0,14664.0,2.0,0.11,13.73,13.57
17.7,444.0,-3532.0,14620.0,2.03,0.15,13.58,13.58
17.76,364.0,-3492.0,14860.0,1.92,0.05,13.22,13.54
17.82,448.0,-3388.0,14960.0,2.03,0.13,12.76,13.47
17.88,344.0,-3468.0,14860.0,1.83,-0.13,13.14,13.43
17.94,380.0,-3556.0,14932.0,1.82,-0.16,13.4,13.42
18.01,252.0,-3660.0,14804.0,1.51,-0.48,13.89,13.44
18.07,404.0,-3548.0,14708.0,1.66,-0.29,13.56,13.43
18.13,396.0,-3500.0,14728.0,1.84,-0.1,13.37,13.42
18.19,380.0,-3532.0,14840.0,1.85,-0.1,13.39,13.41
18.25,312.0,-3608.0,14612.0,2.02,0.08,13.87,13.46
18.31,444.0,-3596.0,14648.0,2.07,0.16,13.79,13.51
18.38,396.0,-3512.0,14668.0,2.08,0.2,13.47,13.51
18.44,368.0,-3524.0,14712.0,1.87,-0.02,13.47,13.51
18.5,500.0,-3592.0,14672.0,2.01,0.11,13.76,13.54
18.56,392.0,-3484.0,14876.0,1.89,0.02,13.18,13.5
18.62,332.0,-3492.0,14576.0,1.9,-0.0,13.47,13.5
18.68,376.0,-3448.0,14588.0,1.82,-0.08,13.3,13.47
18.74,352.0,-3452.0,14716.0,1.94,0.02,13.2,13.45
18.81,460.0,-3560.0,14856.0,1.92,-0.03,13.48,13.45
18.87,272.0,-3632.0,14824.0,1.76,-0.18,13.77,13.47
18.93,444.0,-3544.0,14880.0,1.82,-0.09,13.4,13.46
18.99,324.0,-3468.0,14716.0,1.89,-0.03,13.26,13.44
19.05,496.0,-3584.0,14692.0,1.82,-0.11,13.71,13.46
19.12,220.0,-3636.0,15392.0,2.15,0.23,13.29,13.45
19.18,452.0,-3620.0,14736.0,1.69,-0.24,13.8,13.48
19.24,284.0,-3644.0,14892.0,2.08,0.18,13.75,13.51
19.3,304.0,-3400.0,14616.0,1.67,-0.21,13.1,13.46
19.36,452.0,-3360.0,14816.0,1.68,-0.23,12.78,13.38
19.42,332.0,-3592.0,14704.0,2.0,0.04,13.73,13.42
19.49,432.0,-3484.0,14648.0,1.78,-0.16,13.38,13.4
19.55,340.0,-3568.0,14812.0,2.11,0.18,13.54,13.43
