Tiempo,AccX,AccY,AccZ,GiroY,KalmanGiroY,Pitch,KalmanPitch,DMPPitch
139.32,388.0,4338.0,14290.0,-6.4,-56.63,16.89,17.16,17.22
139.39,388.0,2862.0,14714.0,-6.69,-56.93,11.01,12.78,16.67
139.47,372.0,1574.0,14982.0,-6.93,-57.3,6.0,8.31,16.09
139.54,376.0,456.0,14968.0,-6.54,-57.09,1.74,3.99,15.53
139.62,414.0,-888.0,14872.0,-6.1,-57.28,-3.42,-1.36,0.3
139.69,382.0,-1860.0,14988.0,-6.58,-57.88,-7.07,-5.68,-0.28
139.77,462.0,-3230.0,14790.0,-6.79,-58.17,-12.32,-10.21,-0.85
139.84,452.0,-4128.0,14508.0,-6.58,-58.11,-15.88,-14.78,-1.42
139.93,438.0,-5712.0,13972.0,-6.68,-58.68,-22.24,-20.36,-17.35
140.01,470.0,-6976.0,13336.0,-6.41,-58.53,-27.61,-25.13,-17.9
140.08,486.0,-7168.0,13382.0,-6.76,-59.04,-28.18,-29.61,-18.48
140.16,476.0,-8594.0,12748.0,-6.73,-58.91,-33.99,-34.19,-19.07
140.25,512.0,-9554.0,11846.0,-6.46,-58.91,-38.89,-39.49,-35.49
140.32,520.0,-10992.0,10864.0,-6.52,-58.94,-45.34,-44.19,-36.05
140.4,504.0,-11736.0,9984.0,-6.17,-58.66,-49.61,-48.89,-36.61
140.48,526.0,-12366.0,9430.0,-6.64,-59.19,-52.67,-53.44,-37.19
140.57,514.0,-13472.0,8026.0,-6.24,-58.85,-59.22,-58.67,-53.6
140.64,536.0,-13872.0,7406.0,-6.59,-59.23,-61.9,-63.18,-54.15
140.72,536.0,-14372.0,6584.0,-6.6,-59.16,-65.39,-67.6,-54.73
140.8,530.0,-15036.0,5128.0,-6.58,-58.98,-71.17,-72.11,-55.33
140.89,558.0,-15672.0,3700.0,-6.93,-58.81,-76.72,-76.54,-71.92
140.96,552.0,-15874.0,2810.0,-6.41,-58.3,-79.96,-81.0,-72.5
141.04,520.0,-16148.0,1802.0,-6.5,-58.32,-83.63,-85.39,-73.05
141.12,590.0,-16414.0,12.0,-6.99,-58.68,-89.96,-89.97,-73.64
141.21,598.0,-16478.0,-822.0,-6.4,-57.85,-92.86,-94.47,-87.72
141.28,536.0,-16524.0,-2114.0,-6.87,-58.23,-97.29,-98.89,-87.55
141.36,642.0,-16078.0,-3884.0,-6.27,-57.52,-103.58,-103.45,-87.28
141.44,634.0,-16060.0,-5404.0,-6.87,-58.14,-108.6,-108.22,-86.91
141.54,520.0,-15634.0,-5946.0,-6.85,-57.44,-110.82,-112.43,-70.51
141.62,578.0,-15416.0,-7102.0,-6.76,-57.26,-114.74,-116.91,-69.96
141.7,572.0,-14864.0,-8484.0,-7.02,-57.38,-119.72,-121.43,-69.41
141.78,596.0,-14146.0,-9690.0,-6.75,-57.0,-124.41,-125.92,-68.83
141.87,606.0,-13402.0,-11012.0,-6.61,-56.58,-129.41,-130.51,-51.89
141.95,522.0,-12676.0,-11790.0,-6.89,-56.79,-132.93,-135.0,-51.35
142.03,534.0,-11608.0,-13152.0,-6.43,-56.18,-138.57,-139.53,-50.78
142.11,514.0,-11026.0,-13634.0,-7.07,-56.75,-141.04,-143.9,-50.21
142.2,580.0,-9504.0,-14798.0,-7.08,-55.79,-147.29,-148.02,-32.79
142.29,552.0,-8568.0,-15412.0,-6.89,-55.56,-150.93,-152.41,-32.19
142.37,516.0,-7228.0,-15968.0,-7.13,-55.7,-155.65,-156.83,-31.61
142.45,536.0,-6388.0,-16714.0,-6.76,-55.24,-159.08,-161.12,-31.01
142.53,474.0,-4528.0,-17164.0,-7.09,-55.42,-165.22,-165.84,-14.1
142.62,508.0,-3830.0,-17480.0,-6.81,-55.09,-167.64,-170.09,-13.54
142.7,484.0,-2358.0,-17634.0,-6.87,-54.98,-172.38,-174.36,-12.97
142.78,492.0,-934.0,-17744.0,-6.89,-54.84,-176.99,-178.65,-12.42
142.86,464.0,450.0,-17880.0,-6.96,-54.43,178.56,177.3,4.25
142.94,424.0,1930.0,-17744.0,-6.61,-54.0,173.79,173.3,4.82
143.02,484.0,2742.0,-17494.0,-7.49,-54.84,171.09,169.31,5.39
143.09,450.0,4150.0,-17206.0,-7.01,-54.22,166.44,165.31,5.94
143.17,396.0,5698.0,-16840.0,-7.24,-54.3,161.31,160.94,21.54
143.25,424.0,7040.0,-16378.0,-6.98,-54.01,156.74,156.77,22.11
143.33,404.0,7704.0,-15826.0,-7.12,-54.15,154.04,152.72,22.67
143.41,396.0,9374.0,-14758.0,-6.77,-53.71,147.58,148.49,23.23
143.49,384.0,10438.0,-14076.0,-7.26,-54.33,143.44,143.68,39.26
143.57,402.0,11198.0,-13356.0,-6.89,-53.97,140.02,139.51,39.82
143.65,346.0,12352.0,-12226.0,-7.18,-54.22,134.71,135.23,40.36
143.73,404.0,12646.0,-11654.0,-7.21,-54.3,132.66,131.13,40.93
143.81,480.0,13420.0,-10686.0,-7.08,-54.11,128.53,126.59,56.96
143.89,420.0,14172.0,-9582.0,-7.05,-53.96,124.06,122.51,57.51
143.97,356.0,14910.0,-7992.0,-6.96,-53.77,118.19,118.35,58.07
144.04,322.0,15290.0,-7056.0,-7.3,-54.12,114.77,114.23,58.62
144.13,384.0,15912.0,-4978.0,-7.05,-53.82,107.37,109.35,74.55
144.21,342.0,16248.0,-4188.0,-6.84,-53.71,104.45,105.16,75.11
144.29,414.0,16148.0,-2860.0,-6.9,-53.82,100.04,100.94,75.64
144.36,384.0,16296.0,-1584.0,-6.91,-53.88,95.55,96.68,76.18
144.44,392.0,16214.0,-512.0,-6.85,-54.0,91.81,92.35,88.18
144.52,410.0,16152.0,1084.0,-7.31,-54.49,86.16,88.14,87.7
144.59,372.0,15982.0,2296.0,-7.18,-54.51,81.82,83.91,87.19
144.66,366.0,15656.0,3248.0,-6.49,-53.97,78.28,79.77,86.7
144.74,366.0,15206.0,4610.0,-6.92,-54.67,73.13,75.2,71.97
144.81,388.0,14680.0,5728.0,-6.67,-54.58,68.68,70.94,71.41
144.89,360.0,14346.0,6524.0,-6.92,-54.99,65.55,66.75,70.86
144.96,396.0,13782.0,7482.0,-6.6,-54.78,61.5,62.59,70.31
145.04,354.0,12772.0,8710.0,-6.55,-55.29,55.71,57.48,55.47
145.11,414.0,11974.0,9566.0,-6.81,-55.67,51.38,53.19,54.91
145.19,422.0,11544.0,10116.0,-7.3,-56.29,48.77,49.01,54.33
145.26,386.0,10162.0,11460.0,-6.53,-55.55,41.56,44.53,53.75
145.34,416.0,9348.0,11674.0,-6.76,-56.1,38.69,39.98,38.86
145.42,368.0,8224.0,12918.0,-6.83,-56.26,32.48,35.51,38.26
145.49,402.0,6878.0,13386.0,-6.56,-56.23,27.2,30.96,37.68
145.56,370.0,6426.0,13612.0,-6.66,-56.63,25.27,26.63,37.09
145.64,416.0,4858.0,14224.0,-7.22,-57.58,18.86,21.49,21.83
145.72,368.0,3806.0,14602.0,-6.43,-56.97,14.61,17.04,21.24
145.79,358.0,3232.0,14684.0,-6.51,-57.23,12.41,12.78,20.72
145.86,390.0,1784.0,14866.0,-7.08,-57.83,6.84,8.35,20.13
145.94,436.0,370.0,14980.0,-6.57,-57.63,1.41,3.5,4.78
146.01,402.0,-476.0,15114.0,-6.55,-57.74,-1.8,-0.62,4.24
146.08,398.0,-1466.0,14810.0,-6.41,-57.69,-5.65,-4.89,3.68
146.16,428.0,-2768.0,14750.0,-7.15,-58.49,-10.63,-9.33,3.11
146.24,512.0,-4330.0,14426.0,-6.6,-58.52,-16.71,-15.0,-12.39
146.32,468.0,-5000.0,14248.0,-6.65,-58.67,-19.34,-19.56,-12.96
146.4,388.0,-6028.0,13930.0,-6.69,-58.7,-23.4,-24.08,-13.53
146.47,476.0,-7682.0,13002.0,-6.04,-58.0,-30.58,-28.78,-14.08
146.56,448.0,-8728.0,12636.0,-6.76,-59.32,-34.63,-34.4,-30.67
146.64,476.0,-10044.0,11692.0,-6.31,-58.89,-40.66,-39.13,-31.24
146.72,450.0,-10510.0,11210.0,-6.58,-59.25,-43.15,-43.76,-31.79
146.8,496.0,-11596.0,10254.0,-6.35,-58.98,-48.51,-48.43,-32.34
146.88,564.0,-12380.0,9406.0,-6.65,-59.22,-52.77,-53.26,-48.8
146.96,546.0,-13616.0,7964.0,-6.53,-59.07,-59.68,-58.02,-49.38
147.04,528.0,-13786.0,7394.0,-6.55,-59.2,-61.79,-62.57,-49.95
147.11,524.0,-14052.0,7096.0,-6.7,-59.3,-63.21,-66.82,-50.51
147.2,528.0,-15118.0,5204.0,-6.58,-58.78,-71.01,-71.65,-67.14
147.28,534.0,-15484.0,4174.0,-6.98,-59.14,-74.91,-76.16,-67.71
147.36,572.0,-16016.0,2502.0,-6.54,-58.62,-81.12,-80.77,-68.3
147.43,556.0,-16182.0,1840.0,-6.4,-58.5,-83.51,-85.17,-68.86
147.52,600.0,-16370.0,42.0,-6.97,-58.84,-89.85,-90.05,-85.14
147.59,542.0,-16452.0,-978.0,-6.33,-58.18,-93.4,-94.38,-85.64
147.67,570.0,-16596.0,-2038.0,-6.81,-58.6,-97.0,-98.78,-86.11
147.75,598.0,-16142.0,-3934.0,-6.27,-57.93,-103.7,-103.4,-86.57
147.84,602.0,-16058.0,-5342.0,-6.96,-58.48,-108.4,-108.25,-75.61
147.92,626.0,-15884.0,-6090.0,-6.55,-58.08,-110.98,-112.8,-75.03
148.0,626.0,-15310.0,-7476.0,-6.88,-58.27,-116.03,-117.4,-74.47
148.08,612.0,-14982.0,-8442.0,-7.04,-58.33,-119.4,-121.88,-73.88
148.17,540.0,-14212.0,-9658.0,-6.76,-57.51,-124.2,-126.21,-56.73
148.25,558.0,-13336.0,-10868.0,-6.87,-57.49,-129.18,-130.73,-56.15
148.33,554.0,-12696.0,-11682.0,-7.02,-57.52,-132.62,-135.2,-55.56
148.41,522.0,-11636.0,-13068.0,-6.62,-56.92,-138.32,-139.74,-54.99
148.51,560.0,-10468.0,-14206.0,-6.78,-56.56,-143.61,-144.39,-37.33
148.59,550.0,-9584.0,-14680.0,-7.12,-56.86,-146.86,-148.89,-36.78
148.67,540.0,-8646.0,-15364.0,-6.96,-56.57,-150.63,-153.25,-36.22
148.75,488.0,-6988.0,-16396.0,-7.21,-56.63,-156.92,-157.77,-35.66
148.84,494.0,-6218.0,-16524.0,-7.04,-55.94,-159.38,-161.8,-18.51
148.92,528.0,-4496.0,-17164.0,-7.13,-55.88,-165.32,-166.25,-17.95
149.0,496.0,-3104.0,-17656.0,-6.79,-55.47,-170.03,-170.7,-17.39
149.08,470.0,-2402.0,-17668.0,-7.22,-55.85,-172.26,-174.95,-16.82
149.17,456.0,-410.0,-17870.0,-6.82,-55.2,-178.69,-179.47,0.13
149.24,484.0,542.0,-17840.0,-7.08,-55.41,178.26,176.4,0.67
149.32,486.0,1878.0,-17686.0,-6.58,-54.76,173.94,172.46,1.22
149.39,472.0,3332.0,-17478.0,-7.67,-55.73,169.21,168.32,1.76
149.48,454.0,4758.0,-17150.0,-6.7,-54.55,164.49,164.12,17.36
149.55,442.0,5670.0,-16740.0,-7.18,-55.0,161.29,160.01,17.91
149.63,472.0,6908.0,-16272.0,-6.86,-54.58,157.0,155.92,18.45
149.71,448.0,7492.0,-15894.0,-7.08,-54.71,154.76,152.0,18.98
149.8,446.0,8880.0,-15160.0,-6.71,-53.84,149.64,147.72,34.77
149.87,382.0,10470.0,-14026.0,-7.24,-54.26,143.26,143.52,35.3
149.95,464.0,11212.0,-13332.0,-6.63,-53.68,139.94,139.37,35.84
150.03,362.0,12052.0,-12460.0,-7.07,-54.07,135.95,135.21,36.35
150.11,420.0,12718.0,-11600.0,-6.73,-53.45,132.37,131.05,51.83
150.19,322.0,13958.0,-10058.0,-7.18,-53.83,125.78,126.76,52.36
150.27,372.0,14480.0,-8890.0,-6.4,-53.12,121.55,122.52,52.88
150.35,376.0,14906.0,-8256.0,-6.9,-53.68,118.98,118.43,53.4
150.44,420.0,15274.0,-7040.0,-6.52,-53.28,114.75,113.87,68.72
150.51,412.0,15630.0,-6094.0,-6.95,-53.66,111.3,109.84,69.26
150.59,390.0,16066.0,-4282.0,-6.23,-52.85,104.92,105.7,69.78
150.67,362.0,16208.0,-3726.0,-6.27,-52.94,102.95,101.73,70.29
150.76,384.0,16236.0,-2386.0,-6.49,-52.92,98.36,97.29,85.23
150.83,388.0,16468.0,-886.0,-6.35,-52.73,93.08,93.32,85.71
150.9,396.0,16206.0,-84.0,-6.25,-52.64,90.3,89.5,86.2
150.98,360.0,16126.0,1172.0,-6.27,-52.61,85.84,85.68,86.68
151.05,354.0,15820.0,2374.0,-6.58,-52.92,81.47,81.61,79.17
151.13,408.0,15534.0,3780.0,-6.09,-52.44,76.32,77.62,78.65
151.2,350.0,15200.0,4474.0,-6.35,-52.8,73.6,73.71,78.15
151.28,346.0,14728.0,5630.0,-6.08,-52.54,69.08,69.76,77.65
151.35,364.0,14282.0,6380.0,-6.43,-52.95,65.93,65.61,63.91
151.43,358.0,13852.0,7398.0,-6.09,-52.6,61.89,61.74,63.4
151.5,350.0,13268.0,8212.0,-6.4,-52.9,58.25,57.87,62.89
151.58,360.0,12290.0,9366.0,-6.15,-52.62,52.69,53.86,62.39
151.65,386.0,11524.0,10176.0,-5.91,-52.56,48.55,49.61,48.78
151.73,344.0,10890.0,10842.0,-6.09,-52.83,45.13,45.6,48.3
151.8,406.0,9912.0,11586.0,-5.62,-52.39,40.55,41.57,47.78
151.88,338.0,9164.0,12078.0,-6.11,-52.97,37.19,37.61,47.25
151.95,398.0,7936.0,12904.0,-6.17,-53.12,31.59,33.29,33.45
152.03,410.0,6904.0,13358.0,-6.35,-53.43,27.33,29.15,32.94
152.1,412.0,6116.0,13808.0,-6.06,-53.28,23.89,25.09,32.44
152.17,376.0,5586.0,14012.0,-6.5,-53.83,21.74,21.18,31.96
152.25,384.0,3998.0,14506.0,-5.99,-53.52,15.41,16.51,18.11
152.33,412.0,2648.0,14774.0,-5.76,-53.37,10.16,12.35,17.63
152.4,352.0,1790.0,14728.0,-5.98,-53.75,6.93,8.25,17.12
152.47,394.0,1046.0,14940.0,-5.82,-53.69,4.0,4.36,16.6
152.55,414.0,-22.0,14966.0,-5.66,-53.58,-0.08,0.09,2.91
152.62,452.0,-1042.0,14960.0,-5.8,-53.72,-3.98,-3.72,2.43
152.7,432.0,-2104.0,14862.0,-5.53,-53.47,-8.06,-7.69,1.89
152.77,478.0,-3076.0,14656.0,-5.86,-53.83,-11.85,-11.68,1.35
152.85,418.0,-4222.0,14462.0,-5.79,-53.68,-16.27,-16.05,-12.39
152.93,478.0,-5022.0,14110.0,-5.73,-53.63,-19.59,-20.18,-12.89
153.01,454.0,-6392.0,13632.0,-5.79,-53.66,-25.12,-24.43,-13.4
153.09,434.0,-7342.0,13416.0,-5.8,-53.71,-28.69,-28.63,-13.9
153.17,490.0,-8132.0,12744.0,-5.86,-53.62,-32.54,-32.96,-28.54
153.25,434.0,-8982.0,12350.0,-5.53,-53.26,-36.03,-37.03,-29.03
153.33,502.0,-9996.0,11452.0,-5.74,-53.4,-41.12,-41.19,-29.54
153.41,524.0,-10920.0,10898.0,-5.66,-53.31,-45.06,-45.32,-30.04
153.49,506.0,-11634.0,10160.0,-5.35,-52.89,-48.87,-49.59,-44.52
153.57,480.0,-12118.0,9586.0,-5.66,-53.16,-51.65,-53.62,-44.99
153.65,498.0,-13064.0,8744.0,-5.27,-52.63,-56.2,-57.59,-45.51
153.73,500.0,-13602.0,7984.0,-6.12,-53.37,-59.59,-61.55,-46.03
153.81,550.0,-14320.0,6676.0,-5.76,-52.61,-65.01,-65.67,-60.71
153.89,568.0,-15100.0,5336.0,-5.98,-52.79,-70.54,-69.85,-61.22
153.97,500.0,-15122.0,5204.0,-5.98,-52.84,-71.01,-73.72,-61.7
154.04,548.0,-15632.0,3586.0,-5.8,-52.46,-77.08,-77.75,-62.2
154.13,570.0,-15988.0,2846.0,-5.69,-51.96,-79.91,-81.6,-76.8
154.21,564.0,-16092.0,2006.0,-5.39,-51.56,-82.89,-85.41,-77.29
154.29,602.0,-16304.0,648.0,-5.76,-51.77,-87.72,-89.3,-77.8
154.36,598.0,-16418.0,-646.0,-5.82,-51.71,-92.25,-93.19,-78.3
154.45,504.0,-16318.0,-1634.0,-6.32,-51.45,-95.72,-96.72,-86.32
154.53,592.0,-16446.0,-2918.0,-5.82,-50.89,-100.06,-100.69,-85.89
154.61,560.0,-16258.0,-4324.0,-5.58,-50.61,-104.89,-104.82,-85.48
154.69,596.0,-16162.0,-4864.0,-5.76,-50.79,-106.75,-108.76,-85.06
154.78,594.0,-15892.0,-5676.0,-5.81,-50.41,-109.65,-112.49,-70.64
154.86,584.0,-15418.0,-7138.0,-5.89,-50.3,-114.84,-116.43,-70.15
154.94,562.0,-14888.0,-8166.0,-5.71,-50.02,-118.74,-120.34,-69.68
155.02,542.0,-14616.0,-9078.0,-5.89,-50.07,-121.84,-124.17,-69.22
155.11,596.0,-13908.0,-10232.0,-5.6,-49.31,-126.34,-127.93,-54.66
155.19,564.0,-13192.0,-11168.0,-5.57,-49.18,-130.25,-131.83,-54.19
155.27,516.0,-12516.0,-11986.0,-5.79,-49.28,-133.76,-135.69,-53.72
155.36,564.0,-11902.0,-12676.0,-5.63,-48.97,-136.8,-139.44,-53.26
155.45,514.0,-11068.0,-13648.0,-5.69,-48.17,-140.96,-142.9,-38.59
155.53,580.0,-10126.0,-14430.0,-5.44,-47.81,-144.94,-146.69,-38.11
155.61,538.0,-9226.0,-14882.0,-6.18,-48.44,-148.2,-150.47,-37.63
155.69,534.0,-8266.0,-15586.0,-5.69,-47.79,-152.06,-154.14,-37.17
155.78,522.0,-7406.0,-16064.0,-5.7,-47.46,-155.25,-157.68,-23.15
155.86,490.0,-5812.0,-16818.0,-5.5,-47.08,-160.94,-161.46,-22.7
155.94,534.0,-5446.0,-17034.0,-5.35,-46.89,-162.27,-164.98,-22.22
156.02,524.0,-4242.0,-17200.0,-5.72,-47.04,-166.15,-168.53,-21.75
156.11,488.0,-3034.0,-17674.0,-5.65,-46.56,-170.26,-172.08,-8.02
156.19,478.0,-2226.0,-17918.0,-6.11,-46.89,-172.92,-175.58,-7.57
156.27,482.0,-1030.0,-17772.0,-5.73,-46.3,-176.68,-179.04,-7.14
156.35,488.0,890.0,-17860.0,-5.91,-46.3,177.15,177.24,-6.69
156.43,450.0,1180.0,-17846.0,-5.56,-45.82,176.22,174.03,6.5
156.5,468.0,2248.0,-17714.0,-5.42,-45.52,172.77,170.78,6.94
156.58,412.0,3230.0,-17494.0,-5.73,-45.67,169.54,167.54,7.39
156.66,444.0,4194.0,-17234.0,-5.75,-45.52,166.32,164.31,7.83
156.74,424.0,5566.0,-16850.0,-5.5,-44.8,161.72,161.13,20.42
156.81,454.0,6780.0,-16442.0,-5.54,-44.8,157.59,157.67,20.87
156.89,438.0,7306.0,-16088.0,-5.5,-44.77,155.58,154.35,21.33
156.97,418.0,7770.0,-15908.0,-5.68,-44.85,153.97,151.2,21.78
157.05,412.0,8810.0,-15140.0,-5.41,-44.26,149.8,147.99,34.19
157.13,440.0,9774.0,-14526.0,-5.47,-44.18,146.06,144.73,34.62
157.2,408.0,10864.0,-13686.0,-5.67,-44.27,141.56,141.34,35.06
157.28,404.0,11574.0,-13084.0,-5.31,-43.89,138.5,137.97,35.49
157.37,396.0,12148.0,-12254.0,-5.79,-44.27,135.25,134.37,48.22
157.44,426.0,12864.0,-11504.0,-5.56,-43.99,131.81,131.0,48.66
157.52,454.0,13134.0,-11000.0,-6.13,-44.5,129.95,127.74,49.08
157.6,378.0,14224.0,-9526.0,-5.47,-43.68,123.81,124.28,49.51
157.69,350.0,14778.0,-8708.0,-5.63,-44.19,120.51,120.1,62.15
157.76,400.0,14998.0,-8018.0,-5.53,-44.07,118.13,116.81,62.58
157.84,410.0,15420.0,-6894.0,-5.62,-44.08,114.09,113.47,63.0
157.92,348.0,15676.0,-6254.0,-5.65,-44.06,111.75,110.22,63.44
158.01,402.0,15850.0,-5016.0,-5.25,-43.31,107.56,106.76,75.68
158.08,358.0,16094.0,-4272.0,-5.08,-43.1,104.87,103.53,76.08
158.16,390.0,16194.0,-2872.0,-5.14,-43.08,100.06,100.2,76.47
158.24,384.0,16340.0,-1836.0,-4.85,-42.8,96.41,96.86,76.87
158.32,348.0,16456.0,-1004.0,-4.87,-42.93,93.49,93.42,88.04
158.39,384.0,16234.0,-126.0,-5.21,-43.26,90.44,90.21,88.35
158.46,400.0,16176.0,478.0,-5.03,-43.07,88.31,87.14,88.64
158.54,352.0,16194.0,1658.0,-4.99,-42.94,84.15,84.03,88.85
158.61,370.0,15840.0,2626.0,-4.95,-42.89,80.59,80.72,79.55
158.69,372.0,15618.0,3060.0,-4.92,-42.87,78.91,77.68,79.15
158.76,390.0,15332.0,4162.0,-4.66,-42.52,74.81,74.57,78.76
158.84,386.0,15086.0,4866.0,-4.97,-42.81,72.12,71.47,78.38
158.91,350.0,14692.0,5696.0,-4.84,-42.48,68.81,68.36,67.87
158.99,362.0,14394.0,6428.0,-4.77,-42.38,65.94,65.29,67.47
159.06,378.0,13976.0,7260.0,-4.66,-42.23,62.55,62.21,67.09
159.14,380.0,13544.0,7804.0,-4.6,-42.14,60.05,59.19,66.7
159.22,376.0,13072.0,8270.0,-4.5,-41.77,57.68,56.28,56.28
159.29,372.0,12294.0,9368.0,-4.56,-41.74,52.69,53.15,55.91
159.36,398.0,12022.0,9728.0,-4.36,-41.57,51.02,50.17,55.51
159.44,362.0,11260.0,10626.0,-4.78,-41.92,46.66,47.03,55.11
159.51,404.0,10626.0,10868.0,-4.75,-41.88,44.35,43.9,44.74
159.59,394.0,10172.0,11334.0,-4.25,-41.35,41.91,40.91,44.34
159.66,396.0,9532.0,11838.0,-4.8,-41.82,38.84,37.88,43.96
159.74,376.0,8462.0,12496.0,-4.58,-41.52,34.1,34.74,43.59
159.82,368.0,7814.0,13010.0,-4.28,-41.08,30.99,31.41,32.78
159.9,362.0,7152.0,13200.0,-4.48,-41.31,28.45,28.37,32.43
159.97,384.0,6460.0,13590.0,-4.5,-41.32,25.42,25.33,32.05
160.05,396.0,5678.0,13942.0,-4.31,-41.13,22.16,22.28,31.66
160.12,364.0,5074.0,14160.0,-4.35,-41.05,19.71,19.25,21.44
160.2,386.0,4056.0,14424.0,-4.4,-41.08,15.71,16.18,21.06
160.27,414.0,3050.0,14648.0,-4.11,-40.82,11.76,13.04,20.67
160.35,398.0,2740.0,14786.0,-4.3,-41.09,10.5,10.05,20.28
160.42,452.0,1686.0,14800.0,-4.18,-40.89,6.5,6.94,10.17
160.49,470.0,1142.0,14900.0,-4.3,-41.04,4.38,4.04,9.79
160.56,410.0,602.0,14820.0,-4.18,-40.9,2.33,1.26,9.4
160.63,384.0,-154.0,14934.0,-4.09,-40.72,-0.59,-1.48,9.0
160.71,418.0,-1068.0,14916.0,-4.13,-40.58,-4.1,-4.46,-0.73
160.79,440.0,-1506.0,14936.0,-4.11,-40.54,-5.76,-7.34,-1.1
160.86,418.0,-2474.0,14792.0,-3.84,-40.16,-9.49,-10.27,-1.47
160.94,428.0,-2918.0,14838.0,-4.47,-40.73,-11.13,-13.14,-1.86
161.02,438.0,-4064.0,14406.0,-4.24,-40.19,-15.75,-16.28,-12.34
161.1,496.0,-4888.0,14284.0,-4.25,-40.17,-18.89,-19.38,-12.71
161.18,494.0,-5460.0,14122.0,-4.02,-39.91,-21.14,-22.37,-13.08
161.26,448.0,-5984.0,13876.0,-4.14,-39.93,-23.33,-25.29,-13.45
161.34,452.0,-6904.0,13362.0,-3.98,-39.27,-27.32,-28.12,-24.09
161.42,472.0,-7418.0,13144.0,-4.35,-39.59,-29.44,-31.07,-24.45
161.5,444.0,-8122.0,12778.0,-4.13,-39.26,-32.44,-33.99,-24.83
161.58,506.0,-9138.0,12268.0,-3.98,-39.0,-36.68,-37.0,-25.2
161.66,518.0,-9886.0,11678.0,-3.76,-38.59,-40.25,-40.18,-35.71
161.74,514.0,-10402.0,11418.0,-4.16,-38.99,-42.33,-43.15,-36.07
161.82,512.0,-10894.0,10792.0,-4.06,-38.84,-45.27,-46.15,-36.43
161.9,480.0,-11534.0,10320.0,-3.9,-38.62,-48.18,-49.12,-36.79
161.98,468.0,-11926.0,9812.0,-4.06,-38.52,-50.55,-51.89,-47.21
162.06,504.0,-12366.0,9442.0,-4.21,-38.57,-52.64,-54.7,-47.58
162.14,518.0,-12814.0,8644.0,-3.71,-37.92,-56.0,-57.51,-47.94
162.21,578.0,-13254.0,8226.0,-4.19,-38.28,-58.17,-60.27,-48.3
162.3,552.0,-14030.0,7254.0,-4.1,-37.78,-62.66,-63.15,-58.81
162.38,518.0,-14300.0,6784.0,-4.15,-37.8,-64.62,-65.97,-59.19
162.46,538.0,-14730.0,6100.0,-4.18,-37.74,-67.5,-68.79,-59.55
162.53,550.0,-14942.0,5402.0,-4.14,-37.6,-70.12,-71.58,-59.93
162.62,516.0,-15372.0,4414.0,-4.01,-37.0,-73.98,-74.27,-70.46
162.7,528.0,-15614.0,3646.0,-3.93,-36.91,-76.86,-77.12,-70.82
162.78,570.0,-15742.0,3394.0,-4.43,-37.39,-77.83,-79.85,-71.18
162.85,494.0,-15882.0,2544.0,-4.27,-37.09,-80.9,-82.58,-71.54
162.94,560.0,-16180.0,1508.0,-4.21,-36.69,-84.68,-85.39,-82.02
163.02,596.0,-16298.0,660.0,-4.11,-36.55,-87.68,-88.2,-82.37
163.09,552.0,-16384.0,-204.0,-4.11,-36.52,-90.71,-90.98,-82.71
163.17,566.0,-16520.0,-964.0,-3.98,-36.37,-93.34,-93.78,-83.05
163.26,592.0,-16434.0,-1834.0,-4.05,-36.41,-96.37,-96.96,-85.28
163.34,598.0,-16460.0,-2354.0,-4.52,-36.85,-98.14,-99.74,-84.95
163.42,550.0,-16168.0,-3408.0,-3.95,-36.18,-101.9,-102.55,-84.62
163.5,588.0,-16092.0,-4502.0,-4.42,-36.6,-105.63,-105.53,-84.27
163.59,564.0,-15812.0,-5216.0,-4.32,-36.28,-108.26,-108.46,-73.33
163.67,538.0,-15880.0,-5966.0,-4.01,-35.96,-110.59,-111.32,-72.96
163.75,560.0,-15618.0,-6818.0,-4.35,-36.25,-113.58,-114.21,-72.58
163.83,582.0,-15336.0,-7340.0,-4.34,-36.19,-115.58,-117.01,-72.21
163.92,562.0,-14948.0,-8414.0,-4.26,-36.02,-119.37,-120.07,-61.19
164.0,558.0,-14686.0,-8944.0,-4.56,-36.28,-121.34,-122.87,-60.81
164.08,552.0,-13920.0,-9930.0,-4.44,-36.05,-125.5,-125.78,-60.43
164.16,572.0,-13708.0,-10666.0,-4.24,-35.83,-127.89,-128.61,-60.08
164.25,528.0,-12806.0,-11550.0,-4.36,-35.79,-132.05,-131.59,-49.0
164.33,544.0,-12670.0,-12052.0,-4.39,-35.86,-133.57,-134.45,-48.63
164.41,562.0,-11848.0,-12796.0,-4.43,-35.83,-137.2,-137.38,-48.25
164.49,520.0,-11398.0,-13244.0,-4.58,-35.96,-139.28,-140.23,-47.85
164.59,546.0,-10422.0,-14046.0,-4.43,-35.36,-143.42,-143.11,-36.41
164.67,534.0,-10058.0,-14576.0,-4.26,-35.21,-145.39,-145.96,-36.04
164.75,548.0,-8728.0,-15224.0,-4.67,-35.59,-150.17,-149.0,-35.67
164.83,540.0,-8518.0,-15484.0,-4.53,-35.53,-151.18,-151.82,-35.31
164.93,556.0,-7208.0,-16218.0,-4.54,-35.33,-156.04,-154.99,-23.85
165.01,484.0,-6982.0,-16148.0,-4.73,-35.58,-156.62,-157.79,-23.47
165.09,560.0,-5722.0,-16818.0,-4.45,-35.23,-161.21,-160.7,-23.1
