Tiempo,AccX,AccY,AccZ,GiroY,KalmanGiroY,Pitch,KalmanPitch,DMPPitch
4.52,368.0,2388.0,14796.0,0.21,-0.01,9.17,8.93,16.55
4.59,396.0,2376.0,14764.0,0.2,-0.0,9.14,8.95,16.51
4.66,274.0,2424.0,14918.0,0.2,0.01,9.23,8.97,16.47
4.73,326.0,2368.0,14912.0,0.19,0.04,9.02,9.0,15.42
4.79,386.0,2256.0,14916.0,0.2,0.05,8.6,8.97,15.39
4.86,328.0,2392.0,14830.0,0.21,0.03,9.16,8.98,15.36
4.93,376.0,2338.0,14816.0,0.2,0.03,8.97,8.99,15.33
4.99,364.0,2294.0,14904.0,0.21,0.04,8.75,8.97,15.3
5.07,288.0,2304.0,14814.0,0.2,0.01,8.84,8.95,14.47
5.13,398.0,2310.0,14776.0,0.2,0.0,8.89,8.94,14.44
5.2,368.0,2354.0,14906.0,0.19,-0.01,8.97,8.94,14.42
5.27,396.0,2302.0,14814.0,0.21,0.01,8.83,8.93,14.39
5.33,348.0,2260.0,14838.0,0.2,-0.01,8.66,8.91,14.37
5.41,362.0,2330.0,14888.0,0.2,-0.0,8.89,8.93,13.72
5.48,398.0,2356.0,14770.0,0.2,-0.01,9.06,8.94,13.69
5.54,330.0,2344.0,14822.0,0.2,0.0,8.99,8.95,13.67
5.61,360.0,2294.0,14788.0,0.19,-0.0,8.82,8.94,13.66
5.68,358.0,2356.0,14838.0,0.21,0.0,9.02,8.94,13.64
5.75,328.0,2334.0,14830.0,0.19,0.01,8.94,8.96,13.13
5.81,344.0,2286.0,15022.0,0.19,0.01,8.65,8.94,13.11
5.88,332.0,2348.0,15094.0,0.19,-0.01,8.84,8.93,13.1
5.95,328.0,2398.0,14858.0,0.2,-0.01,9.17,8.95,13.08
6.01,342.0,2226.0,14872.0,0.2,0.0,8.51,8.91,13.07
6.09,328.0,2286.0,14754.0,0.21,0.0,8.81,8.93,12.66
6.15,356.0,2196.0,14828.0,0.2,-0.01,8.42,8.88,12.65
6.22,334.0,2370.0,14780.0,0.21,-0.03,9.11,8.9,12.64
6.29,298.0,2286.0,14874.0,0.2,-0.03,8.74,8.89,12.63
6.35,348.0,2338.0,14810.0,0.19,-0.05,8.97,8.89,12.62
6.43,350.0,2302.0,14858.0,0.2,-0.02,8.81,8.9,12.31
6.49,322.0,2314.0,14810.0,0.21,-0.02,8.88,8.89,12.29
6.56,348.0,2382.0,14910.0,0.2,-0.03,9.08,8.91,12.28
6.63,364.0,2282.0,14846.0,0.2,-0.02,8.74,8.89,12.28
6.7,326.0,2332.0,14852.0,0.2,-0.03,8.92,8.89,12.27
6.77,298.0,2316.0,14924.0,0.21,-0.01,8.82,8.9,12.01
6.83,366.0,2338.0,14794.0,0.21,-0.01,8.98,8.91,12.01
6.9,316.0,2378.0,14962.0,0.2,-0.01,9.03,8.92,12.0
6.97,294.0,2306.0,14846.0,0.21,0.0,8.83,8.91,11.99
7.03,290.0,2374.0,14844.0,0.21,-0.0,9.09,8.93,11.98
7.1,292.0,2288.0,14948.0,0.21,-0.0,8.7,8.89,11.78
7.17,290.0,2324.0,14926.0,0.19,-0.03,8.85,8.88,11.77
7.24,338.0,2322.0,14724.0,0.21,-0.02,8.96,8.89,11.77
7.31,288.0,2346.0,14890.0,0.2,-0.02,8.95,8.9,11.76
7.37,358.0,2312.0,14796.0,0.21,-0.01,8.88,8.89,11.76
7.44,402.0,2344.0,14782.0,0.2,0.0,9.01,8.93,11.61
7.51,350.0,2316.0,14814.0,0.21,0.02,8.89,8.92,11.6
7.58,360.0,2252.0,14818.0,0.2,0.0,8.64,8.9,11.6
7.64,314.0,2340.0,15038.0,0.2,-0.02,8.84,8.89,11.59
7.71,336.0,2256.0,14764.0,0.19,-0.03,8.69,8.87,11.59
7.78,334.0,2402.0,14996.0,0.21,0.01,9.1,8.93,11.47
7.85,296.0,2322.0,14886.0,0.2,0.01,8.87,8.92,11.47
7.92,352.0,2350.0,14818.0,0.2,0.01,9.01,8.93,11.46
7.98,314.0,2338.0,14732.0,0.21,0.02,9.02,8.94,11.46
8.05,350.0,2348.0,14808.0,0.2,0.02,9.01,8.95,11.46
8.12,382.0,2400.0,14918.0,0.21,0.04,9.14,8.97,11.36
8.19,304.0,2332.0,14996.0,0.21,0.05,8.84,8.96,11.36
8.26,348.0,2314.0,14840.0,0.2,0.03,8.86,8.96,11.36
8.32,288.0,2316.0,14800.0,0.21,0.03,8.89,8.95,11.36
8.39,282.0,2336.0,14830.0,0.19,0.01,8.95,8.96,11.36
8.46,404.0,2330.0,14826.0,0.19,0.0,8.93,8.94,11.29
8.53,334.0,2308.0,14840.0,0.2,0.01,8.84,8.94,11.28
8.6,400.0,2322.0,14832.0,0.19,-0.0,8.9,8.93,11.28
8.66,358.0,2408.0,14862.0,0.2,0.0,9.2,8.96,11.28
8.73,312.0,2380.0,14840.0,0.19,0.01,9.11,8.97,11.28
8.8,410.0,2292.0,14792.0,0.21,0.03,8.81,8.95,11.23
8.87,332.0,2300.0,14910.0,0.21,0.02,8.77,8.94,11.22
8.94,368.0,2398.0,14906.0,0.2,0.01,9.14,8.96,11.22
9.0,392.0,2376.0,14868.0,0.21,0.02,9.08,8.97,11.22
9.07,308.0,2376.0,15026.0,0.2,0.02,8.99,8.97,11.22
9.14,372.0,2326.0,14848.0,0.2,-0.01,8.9,8.93,11.17
9.21,346.0,2292.0,14852.0,0.21,0.0,8.77,8.92,11.17
9.28,382.0,2364.0,14886.0,0.19,-0.02,9.02,8.93,11.16
9.34,406.0,2338.0,14750.0,0.21,-0.0,9.01,8.93,11.17
9.41,334.0,2286.0,14862.0,0.21,0.0,8.74,8.92,11.16
9.48,376.0,2306.0,14634.0,0.19,-0.05,8.95,8.89,11.13
9.55,346.0,2342.0,14732.0,0.21,-0.03,9.03,8.9,11.13
9.62,268.0,2328.0,14758.0,0.19,-0.04,8.96,8.9,11.13
9.68,384.0,2358.0,14732.0,0.2,-0.02,9.09,8.92,11.12
9.75,280.0,2340.0,14890.0,0.21,0.0,8.93,8.92,11.13
9.82,342.0,2342.0,14748.0,0.2,0.0,9.02,8.94,11.1
9.89,350.0,2372.0,14816.0,0.2,0.01,9.1,8.95,11.1
9.95,266.0,2386.0,14856.0,0.2,0.02,9.12,8.97,11.1
10.02,396.0,2360.0,14744.0,0.2,0.03,9.09,8.98,11.1
10.09,316.0,2340.0,14740.0,0.21,0.04,9.02,8.99,11.1
10.16,362.0,2342.0,14808.0,0.2,0.04,8.99,8.99,11.08
10.23,396.0,2326.0,14714.0,0.21,0.05,8.98,8.99,11.08
10.3,334.0,2276.0,14868.0,0.2,0.04,8.7,8.97,11.08
10.36,368.0,2292.0,14796.0,0.19,0.01,8.81,8.96,11.08
10.43,352.0,2350.0,14946.0,0.21,0.02,8.94,8.96,11.08
10.5,314.0,2356.0,14874.0,0.2,0.0,9.0,8.95,11.07
10.57,386.0,2262.0,14722.0,0.2,0.0,8.74,8.93,11.07
10.64,296.0,2324.0,14936.0,0.2,-0.01,8.84,8.93,11.06
10.7,386.0,2364.0,14750.0,0.19,-0.02,9.11,8.94,11.06
10.77,366.0,2266.0,14746.0,0.2,-0.0,8.74,8.92,11.06
10.85,266.0,2286.0,15046.0,0.2,0.01,8.64,8.93,11.04
10.92,426.0,2346.0,14774.0,0.2,-0.01,9.02,8.94,11.04
10.99,282.0,2356.0,14956.0,0.21,0.01,8.95,8.94,11.04
11.05,338.0,2320.0,14932.0,0.18,-0.02,8.83,8.93,11.04
11.12,400.0,2288.0,14700.0,0.21,-0.0,8.85,8.92,11.04
11.2,258.0,2380.0,14900.0,0.2,-0.04,9.08,8.9,11.03
11.27,402.0,2292.0,14698.0,0.19,-0.04,8.86,8.89,11.03
11.34,276.0,2332.0,14906.0,0.21,-0.03,8.89,8.89,11.03
11.4,350.0,2344.0,14880.0,0.2,-0.04,8.95,8.89,11.03
11.47,390.0,2272.0,14796.0,0.21,-0.02,8.73,8.88,11.03
11.55,238.0,2374.0,14964.0,0.21,0.0,9.01,8.92,11.02
11.62,380.0,2330.0,14902.0,0.21,0.0,8.89,8.92,11.02
11.68,378.0,2338.0,14946.0,0.21,-0.0,8.89,8.92,11.02
11.75,318.0,2282.0,14928.0,0.19,-0.02,8.69,8.9,11.02
11.82,426.0,2300.0,14756.0,0.2,-0.02,8.86,8.89,11.02
11.9,296.0,2372.0,14934.0,0.21,-0.02,9.03,8.9,11.0
11.97,372.0,2344.0,14822.0,0.2,-0.02,8.99,8.91,11.0
12.04,390.0,2308.0,14850.0,0.2,-0.01,8.83,8.9,11.0
12.1,310.0,2418.0,14876.0,0.2,-0.02,9.23,8.93,11.01
12.17,430.0,2286.0,14788.0,0.19,-0.0,8.79,8.91,11.01
12.25,300.0,2280.0,14852.0,0.21,-0.0,8.73,8.9,11.0
12.32,354.0,2410.0,14754.0,0.21,-0.01,9.28,8.92,11.0
12.38,392.0,2234.0,14790.0,0.2,0.0,8.59,8.9,11.0
12.45,340.0,2364.0,14822.0,0.21,-0.01,9.06,8.91,11.0
12.52,354.0,2380.0,14568.0,0.21,0.0,9.28,8.94,11.0
12.6,434.0,2330.0,14928.0,0.21,0.02,8.87,8.93,11.0
12.66,272.0,2448.0,15002.0,0.2,0.01,9.27,8.95,11.0
12.73,392.0,2298.0,14862.0,0.2,0.02,8.79,8.94,11.0
12.8,306.0,2364.0,14804.0,0.21,0.02,9.07,8.95,11.0
12.87,344.0,2300.0,14726.0,0.19,0.02,8.88,8.95,11.0
12.94,358.0,2318.0,14694.0,0.21,0.02,8.96,8.94,11.0
13.0,364.0,2356.0,14832.0,0.21,0.02,9.03,8.95,11.0
13.07,388.0,2286.0,14920.0,0.21,0.02,8.71,8.93,11.0
13.14,300.0,2412.0,14892.0,0.2,-0.0,9.2,8.95,11.0
13.21,324.0,2316.0,14896.0,0.19,0.01,8.84,8.94,11.0
13.28,334.0,2360.0,14866.0,0.2,-0.02,9.02,8.91,10.99
13.35,366.0,2302.0,14822.0,0.2,-0.01,8.83,8.9,10.98
13.41,370.0,2360.0,14854.0,0.21,-0.01,9.03,8.92,10.98
13.48,392.0,2384.0,14998.0,0.2,-0.01,9.03,8.93,10.99
13.55,364.0,2268.0,14866.0,0.19,-0.01,8.67,8.9,10.98
13.63,346.0,2352.0,14738.0,0.2,-0.02,9.07,8.91,10.98
13.7,350.0,2322.0,14782.0,0.2,-0.01,8.93,8.91,10.99
13.76,316.0,2280.0,14844.0,0.2,-0.01,8.73,8.89,10.99
13.83,338.0,2252.0,14880.0,0.19,-0.03,8.61,8.87,10.98
13.9,310.0,2358.0,14784.0,0.2,-0.04,9.06,8.88,10.99
13.98,344.0,2312.0,14732.0,0.21,-0.01,8.92,8.9,10.99
14.04,320.0,2380.0,14788.0,0.2,-0.02,9.14,8.91,10.99
14.11,324.0,2258.0,14810.0,0.19,-0.01,8.67,8.89,10.99
14.18,332.0,2374.0,14710.0,0.21,-0.01,9.17,8.92,10.99
14.25,354.0,2330.0,14874.0,0.21,0.01,8.9,8.92,10.99
14.33,384.0,2354.0,14906.0,0.19,0.05,8.97,8.99,10.91
14.39,346.0,2324.0,14854.0,0.21,0.07,8.89,8.99,10.9
14.46,344.0,2348.0,14808.0,0.2,0.05,9.01,8.99,10.88
14.53,334.0,2402.0,14856.0,0.21,0.06,9.18,9.01,10.87
14.6,336.0,2320.0,14926.0,0.21,0.07,8.83,9.0,10.86
14.67,382.0,2336.0,14854.0,0.21,0.06,8.94,9.0,10.46
14.73,356.0,2250.0,14902.0,0.19,0.04,8.59,8.97,10.44
14.8,376.0,2344.0,14760.0,0.19,0.01,9.02,8.97,10.44
14.87,368.0,2306.0,14776.0,0.2,0.02,8.87,8.96,10.42
14.94,352.0,2284.0,14778.0,0.2,0.02,8.79,8.95,10.41
15.01,388.0,2304.0,14796.0,0.21,-0.0,8.85,8.93,10.1
15.07,392.0,2380.0,14790.0,0.21,-0.01,9.14,8.94,10.09
15.14,370.0,2412.0,14752.0,0.2,0.0,9.29,8.98,10.09
15.21,376.0,2364.0,14796.0,0.19,0.02,9.08,8.99,10.07
15.28,314.0,2322.0,14654.0,0.21,0.04,9.0,8.99,10.06
15.35,350.0,2306.0,14834.0,0.21,0.01,8.84,8.95,9.81
15.42,342.0,2408.0,14924.0,0.2,-0.0,9.17,8.96,9.81
15.49,316.0,2320.0,14992.0,0.2,0.01,8.8,8.95,9.8
15.55,376.0,2322.0,14890.0,0.2,-0.0,8.86,8.94,9.79
15.62,380.0,2340.0,14758.0,0.2,-0.01,9.01,8.95,9.79
15.69,352.0,2326.0,14754.0,0.2,-0.02,8.96,8.93,9.61
15.76,410.0,2366.0,14802.0,0.2,-0.01,9.08,8.94,9.6
15.83,362.0,2342.0,14884.0,0.2,-0.01,8.94,8.94,9.6
15.9,374.0,2298.0,14964.0,0.2,-0.01,8.73,8.92,9.59
15.96,382.0,2378.0,14724.0,0.2,-0.02,9.17,8.94,9.58
16.03,382.0,2332.0,14774.0,0.21,0.0,8.97,8.94,9.45
16.1,354.0,2328.0,14754.0,0.21,0.0,8.97,8.95,9.44
16.17,320.0,2314.0,14908.0,0.2,-0.0,8.82,8.93,9.44
16.23,316.0,2326.0,14860.0,0.2,-0.01,8.9,8.93,9.43
16.3,350.0,2338.0,14788.0,0.21,-0.0,8.98,8.93,9.43
16.37,350.0,2330.0,14846.0,0.19,-0.03,8.92,8.91,9.32
16.44,380.0,2362.0,14802.0,0.2,-0.03,9.07,8.92,9.31
16.51,390.0,2288.0,14880.0,0.2,-0.02,8.74,8.91,9.31
16.58,314.0,2292.0,14914.0,0.2,-0.03,8.74,8.89,9.3
16.64,342.0,2350.0,14818.0,0.18,-0.05,9.01,8.9,9.3
16.71,328.0,2284.0,14768.0,0.19,-0.06,8.79,8.86,9.2
16.78,350.0,2288.0,14834.0,0.2,-0.05,8.77,8.85,9.2
16.85,322.0,2324.0,14836.0,0.2,-0.06,8.9,8.85,9.2
16.91,356.0,2316.0,14860.0,0.2,-0.06,8.86,8.85,9.2
16.98,318.0,2370.0,14878.0,0.2,-0.06,9.05,8.87,9.19
17.05,360.0,2342.0,14892.0,0.2,-0.04,8.94,8.87,9.12
17.12,336.0,2360.0,14750.0,0.2,-0.04,9.09,8.89,9.12
17.19,298.0,2340.0,14852.0,0.2,-0.02,8.95,8.89,9.11
17.25,346.0,2360.0,14848.0,0.2,-0.02,9.03,8.91,9.11
17.32,350.0,2360.0,14892.0,0.21,0.0,9.01,8.92,9.11
17.39,346.0,2332.0,14836.0,0.2,-0.01,8.93,8.9,9.06
17.46,334.0,2388.0,14858.0,0.2,-0.01,9.13,8.92,9.05
17.53,346.0,2316.0,14924.0,0.19,-0.0,8.82,8.91,9.05
17.59,356.0,2308.0,14888.0,0.2,0.0,8.81,8.9,9.05
17.66,358.0,2314.0,14844.0,0.19,-0.01,8.86,8.9,9.05
17.73,332.0,2308.0,14856.0,0.2,-0.02,8.83,8.88,9.01
17.8,338.0,2368.0,14878.0,0.2,-0.02,9.04,8.9,9.01
17.87,364.0,2340.0,14848.0,0.2,-0.01,8.96,8.9,9.01
17.93,294.0,2338.0,14854.0,0.2,-0.01,8.94,8.9,9.01
18.0,308.0,2310.0,14836.0,0.19,-0.01,8.85,8.9,9.01
18.07,330.0,2374.0,14894.0,0.2,0.0,9.06,8.92,8.97
18.14,304.0,2338.0,14828.0,0.2,0.01,8.96,8.92,8.97
18.21,342.0,2312.0,14838.0,0.2,0.01,8.86,8.92,8.97
18.27,392.0,2292.0,14870.0,0.2,0.01,8.76,8.9,8.97
18.34,314.0,2338.0,14844.0,0.21,0.0,8.95,8.91,8.97
18.41,316.0,2266.0,14784.0,0.2,0.04,8.71,8.94,8.94
18.48,326.0,2376.0,14848.0,0.2,0.02,9.09,8.96,8.94
18.54,338.0,2370.0,14826.0,0.19,0.03,9.08,8.97,8.94
18.61,366.0,2300.0,14910.0,0.19,0.03,8.77,8.95,8.94
18.68,336.0,2308.0,14812.0,0.2,0.03,8.86,8.95,8.94
18.75,360.0,2314.0,14824.0,0.19,0.0,8.87,8.93,8.91
18.82,350.0,2336.0,14838.0,0.21,0.02,8.95,8.93,8.91
18.88,330.0,2312.0,14760.0,0.21,0.02,8.9,8.93,8.91
18.95,378.0,2294.0,14804.0,0.21,0.01,8.81,8.92,8.91
19.02,358.0,2304.0,14812.0,0.21,0.01,8.84,8.91,8.91
19.09,344.0,2306.0,14794.0,0.2,0.03,8.86,8.95,8.89
19.16,352.0,2330.0,14780.0,0.2,0.02,8.96,8.95,8.89
19.22,380.0,2332.0,14884.0,0.2,0.02,8.9,8.95,8.89
19.29,376.0,2334.0,14936.0,0.2,0.02,8.88,8.94,8.89
19.36,346.0,2324.0,14930.0,0.2,0.01,8.85,8.94,8.89
19.43,350.0,2276.0,14850.0,0.2,-0.02,8.71,8.89,8.87
19.5,322.0,2356.0,14800.0,0.21,-0.02,9.04,8.9,8.87
19.56,326.0,2382.0,14802.0,0.2,-0.02,9.14,8.92,8.87
19.63,352.0,2318.0,14848.0,0.2,-0.0,8.87,8.92,8.87
19.7,330.0,2360.0,14810.0,0.21,0.0,9.05,8.93,8.87
19.77,348.0,2346.0,14878.0,0.19,-0.01,8.96,8.92,8.86
19.84,394.0,2300.0,14752.0,0.19,-0.01,8.86,8.92,8.86
19.91,414.0,2428.0,14778.0,0.21,0.01,9.33,8.95,8.86
19.97,336.0,2340.0,14784.0,0.19,0.01,8.99,8.96,8.86
20.04,394.0,2354.0,14902.0,0.21,0.03,8.98,8.96,8.86
20.11,300.0,2370.0,14770.0,0.2,0.04,9.12,8.99,8.85
20.18,382.0,2374.0,14784.0,0.2,0.05,9.12,9.0,8.86
20.24,350.0,2358.0,14760.0,0.2,0.05,9.08,9.01,8.86
20.31,290.0,2370.0,14938.0,0.2,0.06,9.02,9.02,8.86
20.37,282.0,2330.0,14810.0,0.21,0.07,8.94,9.01,8.86
20.45,348.0,2358.0,14860.0,0.2,0.08,9.02,9.05,8.85
20.52,304.0,2304.0,14914.0,0.2,0.08,8.78,9.03,8.85
20.58,322.0,2354.0,14828.0,0.21,0.07,9.02,9.03,8.85
20.65,300.0,2292.0,14974.0,0.21,0.07,8.7,9.01,8.85
20.72,336.0,2294.0,14968.0,0.2,0.04,8.71,8.99,8.85
20.79,352.0,2282.0,14682.0,0.19,0.01,8.83,8.98,8.85
20.85,332.0,2302.0,14758.0,0.19,0.0,8.87,8.97,8.85
20.92,338.0,2264.0,14778.0,0.2,0.0,8.71,8.95,8.85
20.99,292.0,2324.0,14826.0,0.21,-0.01,8.91,8.95,8.85
21.05,404.0,2342.0,14808.0,0.2,-0.02,8.99,8.95,8.85
21.13,366.0,2324.0,14794.0,0.21,0.01,8.93,8.96,8.85
21.19,356.0,2308.0,14820.0,0.19,-0.01,8.85,8.95,8.85
21.26,348.0,2340.0,14756.0,0.21,-0.0,9.01,8.96,8.85
21.33,308.0,2376.0,14858.0,0.2,-0.0,9.09,8.97,8.85
21.4,346.0,2300.0,14882.0,0.2,0.0,8.79,8.95,8.85
21.47,314.0,2332.0,15004.0,0.21,0.0,8.83,8.95,8.84
21.53,324.0,2302.0,15160.0,0.2,-0.01,8.63,8.92,8.84
21.6,290.0,2328.0,14730.0,0.2,-0.03,8.98,8.92,8.84
21.67,358.0,2268.0,14596.0,0.19,-0.04,8.83,8.91,8.84
21.74,330.0,2252.0,14712.0,0.2,-0.03,8.7,8.89,8.84
21.81,334.0,2264.0,14854.0,0.2,-0.04,8.67,8.88,8.83
21.87,352.0,2334.0,14980.0,0.2,-0.06,8.86,8.87,8.83
21.94,348.0,2358.0,14794.0,0.2,-0.06,9.06,8.89,8.83
22.01,322.0,2302.0,14632.0,0.19,-0.05,8.94,8.89,8.83
22.08,356.0,2330.0,14642.0,0.2,-0.04,9.04,8.9,8.83
22.15,330.0,2364.0,14994.0,0.2,-0.02,8.96,8.91,8.83
22.21,336.0,2324.0,15026.0,0.2,-0.02,8.79,8.9,8.83
22.28,328.0,2414.0,14844.0,0.21,-0.02,9.24,8.93,8.84
22.35,392.0,2278.0,14776.0,0.2,-0.0,8.76,8.91,8.84
22.42,398.0,2312.0,14702.0,0.2,-0.02,8.94,8.91,8.84
22.49,340.0,2276.0,14808.0,0.2,-0.01,8.74,8.9,8.85
22.55,346.0,2296.0,14778.0,0.2,-0.03,8.83,8.89,8.85
22.62,328.0,2320.0,14876.0,0.2,-0.03,8.86,8.89,8.85
22.69,300.0,2320.0,14872.0,0.19,-0.04,8.87,8.88,8.85
22.76,314.0,2346.0,14866.0,0.19,-0.04,8.97,8.89,8.85
22.83,360.0,2308.0,14824.0,0.21,-0.01,8.85,8.9,8.86
22.89,294.0,2236.0,14874.0,0.2,-0.02,8.55,8.86,8.86
22.96,354.0,2410.0,14730.0,0.2,-0.04,9.29,8.9,8.86
23.03,356.0,2296.0,14878.0,0.21,-0.0,8.77,8.89,8.86
23.1,370.0,2342.0,14848.0,0.21,-0.01,8.96,8.9,8.86
23.17,348.0,2328.0,14844.0,0.19,-0.01,8.91,8.91,8.87
23.23,394.0,2314.0,14782.0,0.21,0.0,8.9,8.91,8.87
23.3,372.0,2302.0,14826.0,0.2,-0.01,8.83,8.9,8.87
23.37,356.0,2328.0,14874.0,0.2,-0.01,8.9,8.9,8.87
23.43,336.0,2290.0,14916.0,0.2,-0.01,8.73,8.88,8.88
23.51,348.0,2288.0,14922.0,0.21,-0.0,8.72,8.88,8.89
23.57,316.0,2322.0,14812.0,0.2,-0.02,8.91,8.88,8.88
23.64,348.0,2346.0,14794.0,0.2,-0.02,9.01,8.89,8.89
23.71,322.0,2340.0,14888.0,0.19,-0.02,8.93,8.9,8.88
23.78,278.0,2328.0,14812.0,0.2,-0.01,8.93,8.9,8.89
23.85,374.0,2300.0,14818.0,0.2,0.0,8.82,8.91,8.89
23.91,372.0,2340.0,14770.0,0.2,-0.0,9.0,8.91,8.89
23.98,322.0,2374.0,14800.0,0.2,0.0,9.11,8.93,8.89
24.05,364.0,2326.0,14732.0,0.21,0.03,8.97,8.94,8.89
24.11,354.0,2270.0,14772.0,0.2,0.02,8.74,8.92,8.89
24.18,346.0,2384.0,14634.0,0.2,0.06,9.25,9.02,8.9
24.25,374.0,2366.0,14704.0,0.2,0.08,9.14,9.03,8.9
24.32,340.0,2320.0,14738.0,0.21,0.1,8.95,9.03,8.9
24.38,354.0,2316.0,14926.0,0.2,0.08,8.82,9.02,8.9
24.45,368.0,2304.0,14858.0,0.21,0.07,8.81,9.0,8.9
24.52,344.0,2324.0,14800.0,0.2,0.05,8.92,9.0,8.9
24.59,386.0,2304.0,14888.0,0.21,0.05,8.8,8.99,8.9
24.66,362.0,2286.0,14812.0,0.2,0.04,8.77,8.97,8.9
24.72,408.0,2318.0,14824.0,0.2,0.02,8.89,8.97,8.9
24.79,374.0,2318.0,14954.0,0.21,0.02,8.81,8.96,8.9
24.86,344.0,2330.0,14938.0,0.19,-0.01,8.87,8.94,8.9
24.93,350.0,2282.0,14848.0,0.19,-0.02,8.74,8.92,8.9
25.0,356.0,2300.0,14684.0,0.19,-0.03,8.9,8.92,8.9
25.07,356.0,2312.0,14730.0,0.19,-0.03,8.92,8.92,8.9
25.13,338.0,2336.0,14766.0,0.2,-0.02,8.99,8.92,8.9
25.2,324.0,2338.0,14858.0,0.19,-0.02,8.94,8.93,8.9
25.27,338.0,2288.0,14862.0,0.2,-0.01,8.75,8.92,8.9
25.34,352.0,2386.0,14900.0,0.21,-0.01,9.1,8.93,8.9
25.41,390.0,2372.0,14918.0,0.2,-0.01,9.03,8.94,8.9
25.47,360.0,2326.0,14930.0,0.21,0.01,8.86,8.93,8.9
25.54,324.0,2336.0,14818.0,0.2,0.0,8.96,8.94,8.9
25.61,348.0,2298.0,14858.0,0.2,0.0,8.79,8.93,8.9
25.67,274.0,2358.0,14832.0,0.2,-0.01,9.03,8.94,8.9
25.74,372.0,2308.0,14860.0,0.2,-0.0,8.83,8.93,8.9
25.81,356.0,2318.0,15084.0,0.2,-0.01,8.74,8.91,8.9
25.88,338.0,2328.0,14894.0,0.19,-0.03,8.88,8.9,8.9
25.95,318.0,2238.0,14726.0,0.19,-0.03,8.64,8.88,8.9
26.02,346.0,2336.0,14556.0,0.19,-0.05,9.12,8.9,8.91
26.08,346.0,2296.0,14704.0,0.2,-0.03,8.87,8.89,8.91
26.15,420.0,2286.0,14818.0,0.21,-0.02,8.77,8.88,8.9
26.22,376.0,2340.0,14842.0,0.21,-0.02,8.96,8.9,8.91
26.29,326.0,2292.0,14938.0,-1.13,-1.35,8.72,8.8,8.91
26.36,358.0,1474.0,14862.0,-4.29,-4.52,5.66,8.23,8.91
26.43,390.0,378.0,14896.0,-7.04,-7.46,1.45,7.12,8.9
26.49,330.0,102.0,15004.0,-10.49,-11.36,0.39,5.77,8.87
26.57,360.0,-2258.0,14896.0,-13.08,-17.9,-8.62,-0.65,-8.28
26.65,358.0,-4924.0,14244.0,-15.11,-20.4,-19.07,-3.48,-9.35
26.72,546.0,-8494.0,12460.0,-18.46,-24.73,-34.28,-7.72,-10.5
26.8,412.0,-10610.0,11622.0,-21.41,-29.48,-42.39,-12.79,-11.7
26.88,544.0,-13364.0,7662.0,-20.75,-34.01,-60.17,-22.78,-54.42
26.96,538.0,-15594.0,4998.0,-21.22,-37.09,-72.23,-29.8,-56.21
27.04,666.0,-16260.0,1002.0,-20.67,-39.68,-86.47,-37.89,-58.06
27.12,574.0,-16338.0,-2468.0,-21.39,-44.18,-98.59,-46.89,-59.9
27.2,602.0,-15344.0,-7310.0,-21.02,-60.12,-115.47,-71.02,-68.23
27.28,590.0,-13306.0,-10626.0,-21.21,-63.15,-128.61,-80.47,-66.53
27.36,530.0,-10660.0,-13664.0,-21.89,-67.15,-142.04,-90.91,-64.82
27.44,492.0,-6786.0,-16144.0,-21.64,-70.66,-157.2,-102.32,-63.07
27.53,518.0,-3572.0,-17404.0,-21.5,-82.85,-168.4,-123.54,-10.1
27.61,508.0,406.0,-17880.0,-21.25,-85.63,178.7,225.04,-8.41
27.69,418.0,4128.0,-17084.0,-22.6,-90.35,166.42,213.41,-6.71
27.77,524.0,8106.0,-15478.0,-22.73,-94.07,152.36,201.01,-4.95
27.85,416.0,11274.0,-13082.0,-21.4,-106.55,139.25,176.43,45.63
27.93,328.0,14862.0,-8918.0,-22.82,-110.31,120.97,163.82,47.32
28.01,370.0,15774.0,-6136.0,-21.86,-112.26,111.26,151.22,49.06
28.09,266.0,16384.0,-1702.0,-22.76,-116.06,95.93,137.9,50.81
28.17,434.0,15956.0,1728.0,-23.54,-128.01,83.82,114.87,78.8
28.25,494.0,14596.0,5750.0,-21.76,-128.14,68.5,102.19,76.95
28.32,314.0,12596.0,8860.0,-21.66,-130.27,54.88,89.11,75.14
28.4,382.0,9718.0,11814.0,-21.92,-132.96,39.44,75.6,73.39
28.48,424.0,5790.0,13664.0,-20.45,-141.13,22.96,53.04,24.7
28.55,370.0,2502.0,14794.0,-21.02,-143.51,9.6,39.72,23.0
28.63,424.0,-748.0,15030.0,-20.64,-145.11,-2.85,26.37,21.26
28.7,434.0,-4380.0,14388.0,-22.54,-149.05,-16.93,12.4,19.49
28.79,492.0,-9320.0,12232.0,-22.11,-158.07,-37.31,-12.0,-30.3
28.87,520.0,-12236.0,9654.0,-21.05,-158.43,-51.73,-26.55,-32.08
28.95,548.0,-14402.0,6512.0,-23.07,-162.02,-65.67,-41.45,-33.8
29.03,608.0,-15966.0,3138.0,-21.9,-162.49,-78.88,-56.4,-35.51
29.11,648.0,-16566.0,-1408.0,-22.37,-166.42,-94.86,-74.11,-86.76
29.19,512.0,-16238.0,-3874.0,-23.14,-168.64,-103.42,-89.03,-87.67
