
a/g:	424	344	14836	209	75	-455
a/g:	376	208	14620	226	63	-409
a/g:	520	292	14804	212	43	-442
a/g:	320	328	14688	209	49	-430
a/g:	496	372	14700	201	52	-431
a/g:	372	384	14624	208	52	-446
a/g:	484	332	14572	220	44	-408
a/g:	396	352	14612	212	31	-434
a/g:	432	400	14648	206	80	-428
a/g:	528	328	14704	226	77	-441
a/g:	432	364	14668	224	65	-431
a/g:	428	312	14860	193	35	-443
a/g:	432	384	14788	206	44	-436
a/g:	352	344	14596	228	51	-418
a/g:	372	480	14736	218	41	-440
a/g:	468	416	14700	186	54	-419
a/g:	308	316	14692	217	46	-429
a/g:	436	364	14832	210	31	-410
a/g:	428	380	14708	221	59	-426
a/g:	456	336	14828	207	58	-438
a/g:	308	380	14656	213	54	-432
a/g:	504	348	14716	206	41	-430
a/g:	404	364	14752	210	59	-428
a/g:	488	336	14720	205	23	-421
a/g:	432	336	14628	192	55	-435
a/g:	452	300	14788	206	61	-415
a/g:	408	364	14624	209	63	-451
a/g:	400	292	14636	187	18	-413
a/g:	540	384	14612	246	49	-446
a/g:	324	400	14672	202	32	-429
a/g:	424	396	14760	207	48	-437
a/g:	324	348	14716	200	77	-423
a/g:	484	384	14680	204	47	-428
a/g:	424	328	14624	212	42	-434
a/g:	388	404	14756	195	58	-409
a/g:	412	316	14668	227	46	-425
a/g:	496	396	14652	189	46	-433
a/g:	412	316	14568	208	83	-440
a/g:	356	360	14608	212	64	-445
a/g:	360	340	14608	213	11	-437
a/g:	424	352	14780	230	77	-419
a/g:	368	376	14552	217	34	-431
a/g:	464	364	14628	212	93	-435
a/g:	472	344	14640	208	29	-435
a/g:	276	388	14632	220	25	-431
a/g:	484	400	14700	237	60	-430
a/g:	372	296	14748	232	66	-423
a/g:	444	388	14808	200	47	-420
a/g:	316	292	14720	227	37	-446
a/g:	324	320	14724	218	52	-436
a/g:	340	308	14716	210	69	-439
a/g:	456	416	14776	224	65	-425
a/g:	276	360	14668	203	49	-431
a/g:	424	248	14676	183	51	-426
a/g:	424	288	14768	220	72	-438
a/g:	404	336	14520	199	27	-443
a/g:	516	384	14768	200	53	-424
a/g:	352	308	14704	212	21	-470
a/g:	460	396	14784	217	42	-413
a/g:	344	368	14652	212	46	-441
a/g:	404	308	14632	237	54	-410
a/g:	460	284	14680	211	54	-410
a/g:	464	368	14876	213	56	-429
a/g:	352	332	14716	215	48	-434
a/g:	392	392	14712	202	42	-428
a/g:	408	352	14572	208	64	-447
a/g:	444	408	14708	217	43	-429
a/g:	508	228	14568	215	7	-441
a/g:	340	304	14728	189	52	-424
a/g:	460	344	14572	215	51	-442
a/g:	340	352	14796	212	37	-423
a/g:	460	372	14792	209	70	-435
a/g:	396	344	14736	212	9	-426
a/g:	476	272	14752	218	47	-443
a/g:	400	324	14636	199	31	-433
a/g:	400	376	14604	205	69	-439
a/g:	376	352	14572	220	44	-414
a/g:	556	352	14796	205	37	-440
a/g:	504	364	14680	218	62	-438
a/g:	472	356	14752	212	96	-446
a/g:	392	380	14660	188	22	-407
a/g:	448	300	14676	208	56	-452
a/g:	388	372	14656	205	72	-436
a/g:	412	272	14736	212	51	-418
a/g:	448	408	14828	208	62	-424
a/g:	368	356	14584	205	42	-415
a/g:	360	392	14692	193	36	-431
a/g:	428	340	14724	208	51	-429
a/g:	408	444	14836	210	44	-439
a/g:	408	384	14664	235	66	-438
a/g:	540	344	14628	201	46	-411
a/g:	460	448	14728	230	71	-426
a/g:	480	416	14684	217	41	-446
a/g:	320	432	14780	241	67	-419
a/g:	420	356	14832	207	21	-424
a/g:	540	376	14672	199	57	-449
a/g:	328	244	14588	220	25	-444
a/g:	416	360	14692	188	61	-426
a/g:	432	324	14680	215	33	-428
a/g:	392	388	14784	220	68	-436
a/g:	428	288	14752	223	34	-449
a/g:	488	348	14712	207	54	-445
a/g:	336	332	14776	183	71	-424
a/g:	480	416	14752	221	55	-435
a/g:	464	380	14728	222	68	-429
a/g:	416	356	14640	194	37	-452
a/g:	396	292	14700	200	52	-432
a/g:	460	336	14692	217	58	-430
a/g:	432	308	14808	196	37	-422
a/g:	504	384	14848	217	51	-438
a/g:	420	364	14676	222	70	-425
a/g:	276	344	14568	197	62	-433
a/g:	468	300	14656	199	38	-443
a/g:	336	312	14728	222	47	-419
a/g:	452	384	14808	208	56	-423
a/g:	328	344	14724	207	32	-417
a/g:	528	352	14648	198	37	-430
a/g:	400	348	14680	198	25	-429
a/g:	524	264	14740	219	74	-434
a/g:	456	344	14660	183	25	-443
a/g:	480	420	14708	212	73	-413
a/g:	476	320	14632	216	48	-428
a/g:	468	276	14620	209	48	-450
a/g:	388	280	14572	184	50	-431
a/g:	436	240	14760	234	51	-424
a/g:	432	400	14852	206	58	-436
a/g:	408	292	14580	198	43	-435
a/g:	400	272	14780	212	54	-419
a/g:	320	396	14724	201	81	-440
a/g:	384	328	14740	194	50	-420
a/g:	324	428	14540	213	59	-453
a/g:	516	264	14728	204	59	-414
a/g:	400	332	14540	235	36	-426
a/g:	376	388	14736	203	47	-433
a/g:	316	392	14660	197	46	-442
a/g:	388	312	14676	238	43	-424
a/g:	388	408	14788	207	33	-443
a/g:	444	336	14800	227	39	-426
a/g:	516	280	14788	192	70	-423
a/g:	380	368	14692	212	58	-414
a/g:	456	420	14820	187	58	-430
a/g:	448	384	14744	197	49	-446
a/g:	504	296	14632	206	67	-415
a/g:	392	308	14684	216	52	-450
a/g:	420	448	14556	201	60	-428
a/g:	376	300	14776	200	52	-428
a/g:	496	388	14740	195	61	-407
a/g:	380	356	14836	223	50	-431
a/g:	428	368	14876	190	36	-453
a/g:	380	432	14696	196	44	-411
a/g:	320	364	14704	230	56	-454
a/g:	436	380	14668	202	44	-422
a/g:	372	384	14656	209	56	-437
a/g:	436	392	14652	194	18	-440
a/g:	516	316	14680	227	44	-407
a/g:	576	352	14688	192	54	-432
a/g:	368	384	14636	192	77	-448
a/g:	456	328	14708	202	62	-435
a/g:	420	424	14524	199	48	-441
a/g:	444	328	14780	212	80	-428
a/g:	396	384	14572	224	66	-441
a/g:	476	432	14664	204	37	-428
a/g:	404	420	14572	230	72	-437
a/g:	376	360	14576	231	37	-451
a/g:	392	296	14628	246	49	-424
a/g:	344	308	14836	206	74	-430
a/g:	328	388	14764	201	23	-434
a/g:	376	316	14756	210	28	-435
a/g:	376	348	14776	213	17	-440
a/g:	384	400	14580	202	31	-421
a/g:	480	372	14800	203	39	-421
a/g:	320	324	14732	222	66	-424
a/g:	532	288	14744	210	29	-449
a/g:	416	380	14760	212	54	-409
a/g:	428	384	14692	228	65	-447
a/g:	388	444	14672	230	45	-444
a/g:	444	428	14720	208	56	-435
a/g:	356	328	14704	218	61	-426
a/g:	364	324	14752	227	54	-417
a/g:	432	360	14696	196	57	-419
a/g:	424	284	14744	220	30	-449
a/g:	360	368	14656	220	87	-446
a/g:	344	412	14576	200	39	-433
a/g:	416	332	14708	210	77	-422
a/g:	408	320	14636	194	23	-438
a/g:	400	300	14620	220	36	-417
a/g:	332	236	14724	208	70	-435
a/g:	444	244	14840	220	24	-444
a/g:	432	300	14752	199	65	-437
a/g:	500	316	14684	199	44	-433
a/g:	460	308	14640	197	60	-418
a/g:	408	352	14728	189	67	-446
a/g:	532	360	14796	212	46	-435
a/g:	472	360	14688	208	52	-434
a/g:	400	348	14560	196	21	-444
a/g:	312	216	14472	219	59	-429
a/g:	412	376	14772	195	35	-432
a/g:	320	264	14544	229	49	-410
a/g:	456	356	14596	204	57	-430
a/g:	396	352	14616	225	72	-420
a/g:	464	292	14692	214	70	-433
a/g:	380	288	14632	198	36	-423
a/g:	416	324	14692	196	65	-434
a/g:	360	332	14660	225	62	-422
a/g:	340	412	14708	186	70	-447
a/g:	340	356	14728	206	67	-422
a/g:	336	352	14840	221	28	-437
a/g:	468	304	14684	180	64	-410
a/g:	440	316	14672	227	38	-427
a/g:	488	340	14592	226	42	-439
a/g:	384	244	14624	227	38	-430
a/g:	472	372	14728	227	24	-433
a/g:	384	324	14676	206	55	-434
a/g:	480	360	14720	228	55	-418
a/g:	400	372	14712	202	54	-433
a/g:	484	416	14744	216	39	-429
a/g:	296	412	14684	211	49	-417
a/g:	420	320	14696	205	54	-446
a/g:	360	264	14600	216	50	-433
a/g:	388	352	14588	212	15	-432
a/g:	388	328	14600	208	43	-425
a/g:	300	264	14644	250	87	-431
a/g:	352	380	14672	225	43	-440
a/g:	388	372	14736	216	65	-441
a/g:	524	324	14624	233	62	-435
a/g:	392	276	14636	189	59	-442
a/g:	404	436	14844	206	52	-436
a/g:	412	364	14668	217	50	-416
a/g:	436	344	14652	209	42	-435
a/g:	384	384	14788	212	56	-438
a/g:	492	308	14632	214	48	-443
a/g:	484	300	14580	183	83	-430
a/g:	436	392	14556	214	24	-433
a/g:	432	320	14680	213	27	-438
a/g:	392	348	14536	210	73	-432
a/g:	424	464	14800	188	50	-435
a/g:	424	320	14624	212	40	-438
a/g:	540	352	14680	180	46	-408
a/g:	428	320	14640	222	15	-428
a/g:	400	388	14736	203	55	-425
a/g:	320	384	14744	212	51	-448
a/g:	496	336	14784	202	28	-447
a/g:	432	380	14660	200	55	-441
a/g:	428	360	14892	196	51	-420
a/g:	356	404	14648	208	41	-432
a/g:	500	388	14668	202	19	-429
a/g:	408	368	14560	200	56	-429
a/g:	496	368	14644	200	47	-426
a/g:	424	396	14644	218	77	-423
a/g:	508	436	14652	187	27	-429
a/g:	392	328	14792	201	72	-444
a/g:	340	352	14652	215	38	-412
a/g:	508	272	14660	227	55	-425
a/g:	380	368	14700	204	42	-449
a/g:	484	308	14640	222	58	-429
a/g:	248	352	14784	216	56	-434
a/g:	440	364	14656	211	51	-423
a/g:	352	424	14752	184	17	-438
a/g:	540	368	14732	211	40	-413
a/g:	436	408	14640	205	72	-440
a/g:	460	364	14764	181	34	-440
a/g:	412	344	14712	202	66	-424
a/g:	452	316	14800	215	37	-439
a/g:	344	412	14800	204	75	-423
a/g:	388	364	14680	211	43	-440
a/g:	432	328	14776	211	60	-421
a/g:	392	384	14684	216	46	-426
a/g:	532	320	14756	200	86	-426
a/g:	448	316	14624	206	38	-452
a/g:	436	260	14472	200	61	-414
a/g:	256	288	14680	206	41	-417
a/g:	428	340	14668	221	34	-447
a/g:	248	252	14704	209	55	-440
a/g:	500	308	14796	222	60	-435
a/g:	396	232	14644	205	23	-435
a/g:	440	228	14708	231	29	-409
a/g:	344	324	14732	208	55	-440
a/g:	376	328	14640	214	56	-428
a/g:	540	308	14672	194	39	-419
a/g:	532	264	14756	220	30	-431
a/g:	388	360	14544	191	40	-428
a/g:	424	308	14764	210	18	-440
a/g:	508	352	14720	223	52	-423
a/g:	436	360	14784	199	21	-433
a/g:	416	320	14636	202	79	-414
a/g:	332	428	14652	202	71	-438
a/g:	424	336	14716	213	49	-422
a/g:	384	408	14716	202	34	-419
a/g:	560	388	14648	194	29	-448
a/g:	352	324	14736	211	67	-417
a/g:	416	268	14728	219	24	-418
a/g:	332	420	14760	195	55	-434
a/g:	380	344	14664	210	48	-409
a/g:	560	400	14624	208	58	-424
a/g:	376	296	14708	204	39	-437
a/g:	396	424	14828	197	52	-436
a/g:	468	292	14708	206	58	-430
a/g:	432	424	14700	203	43	-413
a/g:	420	344	14728	212	68	-434
a/g:	544	432	14648	215	66	-439
a/g:	364	452	14708	188	37	-418
a/g:	420	356	14588	224	35	-424
a/g:	360	376	14740	221	77	-431
a/g:	372	328	14800	219	59	-418
a/g:	460	360	14768	198	49	-444
a/g:	372	348	14684	223	45	-423
a/g:	460	320	14696	207	22	-442
a/g:	400	252	14756	218	66	-416
a/g:	480	368	14592	209	42	-428
a/g:	468	404	14708	216	64	-445
a/g:	448	436	14884	204	81	-438
a/g:	496	380	14712	222	-4	-418
a/g:	500	372	14668	212	46	-435
a/g:	292	412	14632	225	46	-431
a/g:	456	408	14704	205	80	-410
a/g:	396	420	14628	218	54	-427
a/g:	488	352	14508	200	44	-430
a/g:	492	264	14636	220	81	-440
a/g:	380	284	14660	231	60	-412
a/g:	480	336	14640	195	71	-436
a/g:	284	380	14716	204	78	-421
a/g:	496	356	14744	215	33	-427
a/g:	340	380	14696	241	60	-436
a/g:	492	216	14712	210	41	-415
a/g:	492	392	14768	204	53	-443
a/g:	404	312	14696	234	61	-442
a/g:	372	368	14572	201	54	-424
a/g:	540	344	14704	199	71	-450
a/g:	408	396	14684	206	50	-415
a/g:	436	280	14732	216	44	-439
a/g:	444	420	14768	203	61	-441
a/g:	504	336	14792	208	27	-445
a/g:	400	388	14796	203	34	-429
a/g:	464	372	14696	222	67	-433
a/g:	496	400	14636	203	12	-430
a/g:	416	320	14644	194	46	-417
a/g:	460	440	14748	206	38	-430
a/g:	328	316	14648	217	55	-424
a/g:	540	268	14520	199	65	-428
a/g:	412	300	14660	210	35	-421
a/g:	424	428	14728	210	55	-420
a/g:	264	292	14892	213	66	-435
a/g:	552	332	14804	216	87	-408
a/g:	292	408	14788	200	38	-421
a/g:	532	320	14560	202	50	-432
a/g:	436	440	14732	221	29	-445
a/g:	452	376	14656	207	39	-437
a/g:	420	348	14836	200	74	-430
a/g:	400	284	14740	216	84	-423
a/g:	460	364	14804	221	53	-425
a/g:	376	408	14828	194	57	-419
a/g:	568	340	14700	198	41	-441
a/g:	388	328	14736	216	54	-426
a/g:	492	396	14732	211	18	-426
a/g:	408	272	14672	217	79	-423
a/g:	448	376	14696	191	66	-424
a/g:	448	440	14804	212	30	-411
a/g:	400	260	14704	210	72	-460
a/g:	340	304	14704	206	37	-432
a/g:	356	372	14676	200	54	-424
a/g:	440	424	14640	220	59	-425
a/g:	376	412	14764	235	64	-439
a/g:	484	444	14628	200	67	-415
a/g:	380	400	14648	187	48	-431
a/g:	368	364	14812	202	80	-440
a/g:	388	436	14676	204	60	-444
a/g:	456	412	14652	203	63	-424
a/g:	352	380	14704	225	59	-410
a/g:	508	372	14724	182	47	-427
a/g:	388	364	14720	204	27	-440
a/g:	388	404	14744	202	60	-442
a/g:	400	380	14676	191	69	-437
a/g:	508	336	14848	228	48	-436
a/g:	368	360	14724	222	57	-421
a/g:	368	336	14752	226	81	-421
a/g:	524	380	14720	216	37	-433
a/g:	412	392	14780	195	54	-455
a/g:	504	308	14720	197	50	-451
a/g:	472	244	14664	201	93	-446
a/g:	456	268	14684	210	25	-438
a/g:	404	360	14648	233	74	-417
a/g:	436	424	14648	219	68	-433
a/g:	412	316	14668	206	31	-436
a/g:	480	288	14792	224	43	-422
a/g:	472	340	14540	225	44	-451
a/g:	364	336	14728	221	33	-427
a/g:	432	368	14584	203	50	-450
a/g:	460	288	14708	224	56	-423
a/g:	400	400	14676	230	68	-447
a/g:	380	260	14592	208	73	-427
a/g:	388	300	14564	218	53	-434
a/g:	360	392	14680	194	39	-437
a/g:	456	308	14640	206	38	-429
a/g:	332	340	14584	206	42	-419
a/g:	444	388	14768	204	29	-452
a/g:	508	404	14624	213	64	-425
a/g:	524	364	14672	222	55	-429
a/g:	328	352	14748	224	48	-397
a/g:	480	324	14740	215	57	-429
a/g:	352	280	14660	199	42	-429
a/g:	496	304	14648	230	42	-428
a/g:	532	356	14760	218	36	-416
a/g:	328	336	14608	222	55	-433
a/g:	468	360	14728	206	32	-449
a/g:	392	276	14752	202	42	-418
a/g:	444	452	14732	211	59	-418
a/g:	428	332	14716	192	41	-422
a/g:	460	348	14752	201	57	-421
a/g:	416	308	14732	224	80	-439
a/g:	560	348	14652	214	20	-412
a/g:	396	468	14656	221	57	-441
a/g:	416	336	14604	205	35	-427
a/g:	412	316	14720	217	58	-431
a/g:	320	284	14656	196	54	-421
a/g:	368	320	14624	221	74	-410
a/g:	416	352	14652	206	46	-430
a/g:	444	392	14588	222	65	-419
a/g:	336	396	14636	188	72	-433
a/g:	444	344	14628	202	22	-426
a/g:	420	232	14788	216	38	-432
a/g:	512	372	14712	185	41	-434
a/g:	404	272	14736	212	55	-432
a/g:	436	528	14736	202	43	-406
a/g:	396	344	14688	221	47	-455
a/g:	400	428	14848	198	54	-419
a/g:	448	404	14908	218	50	-428
a/g:	360	332	14704	196	45	-442
a/g:	516	312	14740	220	47	-435
a/g:	436	364	14544	214	77	-442
a/g:	440	380	14728	219	62	-422
a/g:	292	408	14712	197	5	-417
a/g:	348	440	14684	214	58	-423
a/g:	460	328	14840	204	49	-442
a/g:	388	400	14736	226	37	-431
a/g:	404	296	14632	227	38	-452
a/g:	448	348	14668	193	23	-445
a/g:	412	276	14680	214	36	-424
a/g:	400	392	14688	180	58	-426
a/g:	348	388	14800	217	40	-426
a/g:	500	276	14552	201	32	-426
a/g:	436	276	14792	199	29	-421
a/g:	372	452	14576	210	69	-446
a/g:	448	336	14648	200	30	-433
a/g:	496	364	14616	212	49	-436
a/g:	480	392	14684	204	55	-416
a/g:	396	300	14616	206	54	-427
a/g:	448	368	14820	202	49	-423
a/g:	368	280	14696	198	44	-424
a/g:	436	332	14612	207	36	-422
a/g:	280	324	14708	208	57	-419
a/g:	476	324	14796	218	16	-407
a/g:	356	312	14624	183	49	-452
a/g:	532	360	14544	200	28	-439
a/g:	472	320	14716	207	50	-417
a/g:	388	352	14632	194	71	-423
a/g:	300	256	14768	209	61	-436
a/g:	396	468	14780	193	51	-442
a/g:	420	388	14764	205	53	-417
a/g:	492	332	14752	207	40	-423
a/g:	448	408	14784	200	39	-434
a/g:	368	348	14636	208	49	-445
a/g:	380	292	14628	209	64	-432
a/g:	396	376	14596	167	66	-435
a/g:	572	300	14712	229	77	-442
a/g:	344	324	14720	202	49	-424
a/g:	356	428	14752	197	72	-430
a/g:	416	392	14588	192	43	-461
a/g:	472	368	14660	194	37	-432
a/g:	372	380	14744	213	38	-434
a/g:	468	272	14732	194	48	-440
a/g:	452	328	14572	214	45	-416
a/g:	332	340	14748	193	24	-429
a/g:	372	308	14548	219	62	-422
a/g:	348	332	14640	205	67	-426
a/g:	460	392	14768	211	70	-436
a/g:	436	280	14516	204	48	-442
a/g:	428	324	14588	214	54	-413
a/g:	356	384	14548	200	56	-438
a/g:	476	372	14776	195	54	-409
a/g:	388	284	14696	205	43	-449
a/g:	392	340	14632	197	39	-399
a/g:	420	324	14636	206	48	-427
a/g:	452	364	14700	225	42	-427
a/g:	280	288	14724	214	49	-405
a/g:	500	328	14640	203	43	-426
a/g:	424	352	14748	226	21	-429
a/g:	448	228	14652	195	43	-419
a/g:	384	428	14804	217	45	-405
a/g:	312	364	14708	215	50	-432
a/g:	520	344	14720	209	69	-426
a/g:	348	348	14624	227	81	-425
a/g:	508	400	14628	230	26	-415
a/g:	344	348	14576	228	56	-442
a/g:	572	304	14652	199	14	-439
a/g:	472	440	14684	201	55	-420
a/g:	560	420	14696	221	47	-444
a/g:	404	444	14780	212	51	-417
a/g:	436	432	14708	197	59	-431
a/g:	432	384	14576	211	48	-442
a/g:	524	316	14680	205	64	-428
a/g:	376	336	14740	220	28	-433
a/g:	368	436	14680	205	71	-426
a/g:	424	356	14672	207	59	-416
a/g:	404	304	14876	231	48	-444
a/g:	408	480	14684	225	59	-442
a/g:	436	424	14740	199	67	-417
a/g:	488	388	14704	222	55	-424
a/g:	404	324	14760	207	33	-420
a/g:	424	400	14668	209	65	-426
a/g:	436	344	14680	209	46	-434
a/g:	448	472	14688	209	42	-436
a/g:	496	388	14804	217	37	-420
a/g:	460	304	14784	201	88	-425
a/g:	492	332	14612	208	49	-421
a/g:	472	384	14676	213	71	-432
a/g:	384	376	14644	179	71	-429
a/g:	440	316	14724	205	61	-420
a/g:	512	324	14524	226	45	-433
a/g:	400	308	14648	206	66	-443
a/g:	480	432	14692	222	61	-419
a/g:	364	392	14728	187	82	-450
a/g:	504	400	14832	236	40	-435
a/g:	416	404	14672	219	64	-443
a/g:	436	280	14696	233	52	-455
a/g:	428	396	14772	220	90	-436
a/g:	344	412	14668	202	53	-444
a/g:	336	428	14680	210	49	-424
a/g:	360	444	14696	207	53	-428
a/g:	352	416	14560	213	52	-434
a/g:	364	388	14796	202	59	-421
a/g:	492	352	14760	208	62	-441
a/g:	408	368	14756	204	81	-433
a/g:	432	368	14632	188	38	-416
a/g:	316	356	14696	215	51	-418
a/g:	456	380	14632	189	47	-427
a/g:	380	256	14952	195	63	-428
a/g:	388	412	14756	209	40	-413
a/g:	400	316	14732	220	57	-442
a/g:	464	244	14732	224	47	-442
a/g:	456	296	14772	212	25	-440
a/g:	420	348	14736	220	40	-430
a/g:	440	336	14644	211	50	-443
a/g:	428	408	14684	204	26	-424
a/g:	304	292	14604	231	53	-424
a/g:	416	312	14608	218	49	-418
a/g:	432	384	14736	204	69	-430
a/g:	312	232	14680	207	62	-443
a/g:	420	316	14704	223	46	-428
a/g:	304	336	14644	198	54	-435
a/g:	464	336	14696	208	72	-408
a/g:	476	236	14676	210	67	-436
a/g:	428	336	14640	214	51	-411
a/g:	408	348	14636	227	78	-419
a/g:	440	312	14592	212	42	-448
a/g:	432	376	14796	205	59	-426
a/g:	388	292	14704	234	56	-432
a/g:	452	308	14548	184	70	-424
a/g:	328	460	14680	227	43	-438
a/g:	416	308	14704	197	46	-411
a/g:	356	216	14612	213	39	-433
a/g:	448	312	14680	207	42	-422
a/g:	356	376	14724	202	31	-426
a/g:	500	380	14764	214	64	-433
a/g:	364	384	14732	204	64	-422
a/g:	476	344	14796	216	63	-415
a/g:	404	308	14744	223	49	-452
a/g:	440	428	14520	216	27	-426
a/g:	380	348	14600	202	42	-420
a/g:	476	364	14692	209	46	-429
a/g:	444	316	14692	187	33	-440
a/g:	416	396	14632	224	45	-440
a/g:	484	432	14592	208	47	-421
a/g:	396	404	14752	219	50	-443
a/g:	448	400	14616	203	68	-413
a/g:	348	360	14660	184	66	-425
a/g:	428	404	14752	201	41	-422
a/g:	392	384	14864	247	60	-430
a/g:	472	364	14676	205	53	-419
a/g:	336	368	14660	213	41	-435
a/g:	484	360	14636	192	29	-451
a/g:	452	384	14656	207	51	-424
a/g:	432	304	14700	193	74	-436
a/g:	420	476	14584	208	31	-407
a/g:	372	240	14740	206	24	-433
a/g:	392	488	14700	210	61	-428
a/g:	504	304	14684	199	53	-444
a/g:	572	384	14672	227	27	-421
a/g:	424	328	14812	219	63	-424
a/g:	404	360	14804	223	19	-434
a/g:	452	372	14696	217	66	-445
a/g:	468	328	14620	209	48	-437
a/g:	332	380	14728	203	51	-425
a/g:	396	208	14732	212	50	-418
a/g:	400	352	14744	215	52	-430
a/g:	384	436	14752	217	48	-401
a/g:	436	332	14716	211	42	-448
a/g:	392	244	14820	193	62	-412
a/g:	400	356	14600	193	45	-439
a/g:	420	376	14740	207	54	-453
a/g:	384	364	14724	215	31	-441
